State,Seat,District,Party,NumCand,Votes,Percentage,Candidate,NumHandle,H,Filing,Election
California,House,California 25th congressional district,None primary,5,46042,.53,Steve Knight,1,steveknight25,3/9/2018,6/5/2018
California,House,California 26th congressional district,None primary,4,23472,.22,Antonio Sabato,1,antoniosabatojr,3/9/2018,6/5/2018
California,House,California 26th congressional district,None primary,4,56537,.54,Julia Brownley,2,juliabrownley,3/9/2018,6/5/2018
California,House,California 26th congressional district,None primary,4,56537,.54,Julia Brownley,1,juliabrownley26,3/9/2018,6/5/2018
California,House,California 27th congressional district,None primary,2,0,0,Judy Chu,2,judychucampaign,3/9/2018,6/5/2018
California,House,California 27th congressional district,None primary,2,0,0,Bryan Witt,1,wittforprogress,3/9/2018,6/5/2018
California,House,California 27th congressional district,None primary,2,0,0,Judy Chu,1,repjudychu,3/9/2018,6/5/2018
California,House,California 28th congressional district,None primary,3,19380,.22,Johnny Nalbandian,1,johnny_congress,3/9/2018,6/5/2018
California,House,California 28th congressional district,None primary,3,63081,.72,Adam Schiff,2,adamschiffca,3/9/2018,6/5/2018
California,House,California 28th congressional district,None primary,3,63081,.72,Adam Schiff,1,repadamschiff,3/9/2018,6/5/2018
California,House,California 29th congressional district,None primary,5,8215,.18,Benny Bernal,1,benny4congress,3/9/2018,6/5/2018
California,House,California 29th congressional district,None primary,5,30419,.67,Tony Cardenas,1,repcardenas,3/9/2018,6/5/2018
California,House,California 2nd congressional district,None primary,3,78161,.71,Jared Huffman,2,rephuffman,3/9/2018,6/5/2018
California,House,California 2nd congressional district,None primary,3,78161,.71,Jared Huffman,1,jaredhuffman,3/9/2018,6/5/2018
California,House,California 30th congressional district,None primary,4,25586,.29,Mark Reed,1,markreed1776,3/9/2018,6/5/2018
California,House,California 30th congressional district,None primary,4,55035,.62,Brad Sherman,1,bradsherman,3/9/2018,6/5/2018
California,House,California 31st congressional district,None primary,3,31324,.45,Sean Flynn,1,seanflynnca,3/9/2018,6/5/2018
California,House,California 31st congressional district,None primary,3,31679,.46,Pete Aguilar,1,reppeteaguilar,3/9/2018,6/5/2018
California,House,California 31st congressional district,None primary,3,31679,.46,Pete Aguilar,2,aguilarpete,3/9/2018,6/5/2018
California,House,California 33rd congressional district,None primary,3,35800,.32,Kenneth Wright,1,drwright4congr1,3/9/2018,6/5/2018
California,House,California 33rd congressional district,None primary,3,69014,.61,Ted Lieu,2,reptedlieu,3/9/2018,6/5/2018
California,House,California 33rd congressional district,None primary,3,69014,.61,Ted Lieu,1,tedlieu,3/9/2018,6/5/2018
California,House,California 34th congressional district,None primary,3,5552,.12,Kenneth Mejia,1,25forcongress,3/9/2018,6/5/2018
California,House,California 34th congressional district,None primary,3,36614,.8,Jimmy Gomez,1,jimmygomezca,3/9/2018,6/5/2018
California,House,California 34th congressional district,None primary,3,36614,.8,Jimmy Gomez,2,repjimmygomez,3/9/2018,6/5/2018
California,House,California 35th congressional district,None primary,3,16548,.35,Christian Valiente,1,clvaliente4,3/9/2018,6/5/2018
California,House,California 35th congressional district,None primary,3,23869,.51,Norma Torres,1,normajtorres,3/9/2018,6/5/2018
California,House,California 35th congressional district,None primary,3,23869,.51,Norma Torres,2,norma4congress,3/9/2018,6/5/2018
California,House,California 36th congressional district,None primary,6,19339,.23,Kimberlin Pelzer,1,kimberlinbrown,3/9/2018,6/5/2018
California,House,California 36th congressional district,None primary,6,45860,.55,Raul Ruiz,2,dr_raulruiz,3/9/2018,6/5/2018
California,House,California 36th congressional district,None primary,6,45860,.55,Raul Ruiz,1,congressmanruiz,3/9/2018,6/5/2018
California,House,California 37th congressional district,None primary,2,0,0,Ron Bassilian,1,ron4california,3/9/2018,6/5/2018
California,House,California 37th congressional district,None primary,2,0,0,Karen Bass,1,repkarenbass,3/9/2018,6/5/2018
California,House,California 38th congressional district,None primary,2,0,0,Linda Sanchez,1,replindasanchez,3/9/2018,6/5/2018
California,House,California 38th congressional district,None primary,2,0,0,Ryan Downing,1,ryandowning2018,3/9/2018,6/5/2018
California,House,California 39th congressional district,None primary,17,18832,.19,Gil Cisneros,1,gilcisnerosca,3/9/2018,6/5/2018
California,House,California 39th congressional district,None primary,17,21438,.22,Young Kim,1,youngkimcd39,3/9/2018,6/5/2018
California,House,California 3rd congressional district,None primary,3,42756,.42,Charlie Schaupp,1,charlieschaupp,3/9/2018,6/5/2018
California,House,California 3rd congressional district,None primary,3,54336,.54,John Garamendi,2,johngaramendi,3/9/2018,6/5/2018
California,House,California 3rd congressional district,None primary,3,54336,.54,John Garamendi,1,repgaramendi,3/9/2018,6/5/2018
California,House,California 3rd congressional district,None primary,3,54336,.54,John Garamendi,3,saludagaramendi,3/9/2018,6/5/2018
California,House,California 40th congressional district,None primary,2,0,0,Lucille Roybal-Allard,1,reproybalallard,3/9/2018,6/5/2018
California,House,California 40th congressional district,None primary,2,0,0,Rodolfo Barragan,1,rodolfocongress,3/9/2018,6/5/2018
California,House,California 41st congressional district,None primary,2,0,0,Aja Smith,1,ajaforcongress,3/9/2018,6/5/2018
California,House,California 41st congressional district,None primary,2,0,0,Mark Takano,1,repmarktakano,3/9/2018,6/5/2018
California,House,California 41st congressional district,None primary,2,0,0,Mark Takano,2,marktakano,3/9/2018,6/5/2018
California,House,California 42nd congressional district,None primary,4,18585,.26,Julia Peacock,1,peacock4ca42,3/9/2018,6/5/2018
California,House,California 42nd congressional district,None primary,4,44910,.62,Ken Calvert,2,teamcalvert,3/9/2018,6/5/2018
California,House,California 42nd congressional district,None primary,4,44910,.62,Ken Calvert,1,kencalvert,3/9/2018,6/5/2018
California,House,California 43rd congressional district,None primary,5,9304,.15,Omar Navarro,2,pressgop,3/9/2018,6/5/2018
California,House,California 43rd congressional district,None primary,5,9304,.15,Omar Navarro,1,realomarnavarro,3/9/2018,6/5/2018
California,House,California 43rd congressional district,None primary,5,44980,.71,Maxine Waters,1,repmaxinewaters,3/9/2018,6/5/2018
California,House,California 43rd congressional district,None primary,5,44980,.71,Maxine Waters,2,maxinewaters,3/9/2018,6/5/2018
California,House,California 44th congressional district,None primary,4,7114,.17,Aja Brown,1,ajalbrown,3/9/2018,6/5/2018
California,House,California 44th congressional district,None primary,4,28205,.66,Nanette Barragan,1,nanette4ca,3/9/2018,6/5/2018
California,House,California 44th congressional district,None primary,4,28205,.66,Nanette Barragan,2,repbarragan,3/9/2018,6/5/2018
California,House,California 45th congressional district,None primary,6,23851,.2,Katie Porter,1,katieporteroc,3/9/2018,6/5/2018
California,House,California 45th congressional district,None primary,6,62863,.53,Mimi Walters,2,repmimiwalters,3/9/2018,6/5/2018
California,House,California 45th congressional district,None primary,6,62863,.53,Mimi Walters,1,mimiwaltersca,3/9/2018,6/5/2018
California,House,California 46th congressional district,None primary,4,27178,.6,Lou Correa,1,reploucorrea,3/9/2018,6/5/2018
California,House,California 46th congressional district,None primary,4,27178,.6,Lou Correa,2,voteloucorrea,3/9/2018,6/5/2018
California,House,California 47th congressional district,None primary,3,17906,.22,John Briscoe,1,johnfbriscoe,3/9/2018,6/5/2018
California,House,California 47th congressional district,None primary,3,48290,.6,Alan Lowenthal,2,alanlowenthal,3/9/2018,6/5/2018
California,House,California 47th congressional district,None primary,3,48290,.6,Alan Lowenthal,1,replowenthal,3/9/2018,6/5/2018
California,House,California 48th congressional district,None primary,16,21893,.17,Hans Keirstead,1,drhanskeirstead,3/9/2018,6/5/2018
California,House,California 48th congressional district,None primary,16,38629,.31,Dana Rohrabacher,1,reprohrabacher,3/9/2018,6/5/2018
California,House,California 48th congressional district,None primary,16,38629,.31,Dana Rohrabacher,2,danarohrabacher,3/9/2018,6/5/2018
California,House,California 49th congressional district,None primary,16,24881,.18,Mike Levin,1,mikelevinca,3/9/2018,6/5/2018
California,House,California 49th congressional district,None primary,16,36518,.26,Diane Harkey,2,dianeharkey,3/9/2018,6/5/2018
California,House,California 49th congressional district,None primary,16,36518,.26,Diane Harkey,1,diane_harkey,3/9/2018,6/5/2018
California,House,California 4th congressional district,None primary,6,29930,.2,Jessica Morse,1,morse4america,3/9/2018,6/5/2018
California,House,California 4th congressional district,None primary,6,77856,.52,Tom McClintock,1,repmcclintock,3/9/2018,6/5/2018
California,House,California 4th congressional district,None primary,6,77856,.52,Tom McClintock,2,tommcclintock,3/9/2018,6/5/2018
California,House,California 50th congressional district,None primary,7,17962,.17,Ammar Campa-Najjar,1,acampanajjar,3/9/2018,6/5/2018
California,House,California 50th congressional district,None primary,7,51404,.48,Duncan D. Hunter,1,rep_hunter,3/9/2018,6/5/2018
California,House,California 51st congressional district,None primary,6,8105,.15,Juan Hidalgo,1,hidalgofor51st,3/9/2018,6/5/2018
California,House,California 51st congressional district,None primary,6,34050,.64,Juan Vargas,1,repjuanvargas,3/9/2018,6/5/2018
California,House,California 52nd congressional district,None primary,7,19423,.15,Omar Qudrat,1,omarqudrat1,3/9/2018,6/5/2018
California,House,California 52nd congressional district,None primary,7,74653,.58,Scott Peters,1,scottpeterssd,3/9/2018,6/5/2018
California,House,California 53rd congressional district,None primary,6,15515,.14,Morgan Murtaugh,1,morganmurtaugh,3/9/2018,6/5/2018
California,House,California 53rd congressional district,None primary,6,69339,.64,Susan Davis,1,repsusandavis,3/9/2018,6/5/2018
California,House,California 5th congressional district,None primary,4,74685,.79,Mike Thompson,1,repthompson,3/9/2018,6/5/2018
California,House,California 6th congressional district,None primary,2,0,0,Doris Matsui,2,matsui4congress,3/9/2018,6/5/2018
California,House,California 6th congressional district,None primary,2,0,0,Doris Matsui,1,dorismatsui,3/9/2018,6/5/2018
California,House,California 7th congressional district,None primary,5,27134,.33,Andrew Grant,1,andrewfgrant,3/9/2018,6/5/2018
California,House,California 7th congressional district,None primary,5,43039,.52,Ami Bera,1,repbera,3/9/2018,6/5/2018
California,House,California 7th congressional district,None primary,5,43039,.52,Ami Bera,2,beraforcongress,3/9/2018,6/5/2018
California,House,California 8th congressional district,None primary,5,20162,.23,Tim Donnelly,1,asmtimdonnelly,3/9/2018,6/5/2018
California,House,California 8th congressional district,None primary,5,20162,.23,Tim Donnelly,2,patriotnotpol,3/9/2018,6/5/2018
California,House,California 8th congressional district,None primary,5,36538,.41,Paul Cook,1,reppaulcook,3/9/2018,6/5/2018
California,House,California 9th congressional district,None primary,3,25245,.41,Marla Livengood,1,marlalivengood,3/9/2018,6/5/2018
California,House,California 9th congressional district,None primary,3,33298,.54,Jerry McNerney,2,jerrymcnerney,3/9/2018,6/5/2018
California,House,California 9th congressional district,None primary,3,33298,.54,Jerry McNerney,1,repmcnerney,3/9/2018,6/5/2018
California,Senate,Governor/Senate Race,None primary,32,528043,.12,Kevin De León,1,kdeleon,3/9/2018,6/5/2018
California,Senate,Governor/Senate Race,None primary,32,2031967,.44,Dianne Feinstein,2,diannefeinstein,3/9/2018,6/5/2018
California,Senate,Governor/Senate Race,None primary,32,2031967,.44,Dianne Feinstein,1,senfeinstein,3/9/2018,6/5/2018
Iowa,Governor,Governor/Senate Race,Democrat primary,6,36131,.21,Cathy Glasson,1,cathyglasson,3/16/2018,6/5/2018
Iowa,Governor,Governor/Senate Race,Democrat primary,6,97950,.5600000000000001,Fred Hubbell,1,fredhubbell,3/16/2018,6/5/2018
Iowa,House,Iowa 1st congressional district,Democrat primary,4,8467,.19,Thomas Heckroth,1,heckrothforiowa,3/16/2018,6/5/2018
Iowa,House,Iowa 1st congressional district,Democrat primary,4,29525,.67,Abby Finkenauer,1,abby4iowa,3/16/2018,6/5/2018
Iowa,House,Iowa 3rd congressional district,Democrat primary,3,14582,.26,Eddie Mauro,1,eddiejmauro,3/16/2018,6/5/2018
Iowa,House,Iowa 3rd congressional district,Democrat primary,3,32070,.58,Cindy Axne,1,axne4congress,3/16/2018,6/5/2018
Iowa,House,Iowa 4th congressional district,Democrat primary,3,9055,.32,Leann Jacobsen,1,leannforiowa,3/16/2018,6/5/2018
Iowa,House,Iowa 4th congressional district,Democrat primary,3,14514,.51,J.D. Scholten,1,scholten4iowa,3/16/2018,6/5/2018
Iowa,House,Iowa 4th congressional district,Republican primary,2,9359,.25,Cyndi Hanson,1,cyndihanson6,3/16/2018,6/5/2018
Iowa,House,Iowa 4th congressional district,Republican primary,2,27743,.75,Steve King,1,stevekingia,3/16/2018,6/5/2018
Mississippi,House,Mississippi 3rd congressional district,Democrat primary,2,7378,.31,Michael Aycox,1,aycox4congress,3/1/2018,6/5/2018
Mississippi,House,Mississippi 3rd congressional district,Democrat primary,2,16478,.69,Michael Evans,1,repevans45,3/1/2018,6/5/2018
Mississippi,House,Mississippi 3rd congressional district,Republican primary,6,14250,.22,Whit Hughes,1,_whithughes,3/1/2018,6/5/2018
Mississippi,House,Mississippi 3rd congressional district,Republican primary,6,28720,.45,Michael Guest,1,guestcongress,3/1/2018,6/5/2018
Mississippi,House,Mississippi 4th congressional district,Republican primary,2,12529,.29,Brian Rose,1,ebrianrose,3/1/2018,6/5/2018
Mississippi,House,Mississippi 4th congressional district,Republican primary,2,29960,.7,Steven Palazzo,1,congpalazzo,3/1/2018,6/5/2018
Mississippi,Senate,Governor/Senate Race,Democrat primary,6,26568,.31,David Baria,1,dbaria,3/1/2018,6/5/2018
Mississippi,Senate,Governor/Senate Race,Democrat primary,6,27358,.32,Howard Sherman,1,sherman4senate,3/1/2018,6/5/2018
Mississippi,Senate,Governor/Senate Race,Republican primary,2,26713,.17,Richard Boyanton,1,richardboyanton,3/1/2018,6/5/2018
Mississippi,Senate,Governor/Senate Race,Republican primary,2,128309,.83,Roger Wicker,1,rogerwicker,3/1/2018,6/5/2018
Montana,House,Montana at-large congressional district,Democrat primary,6,35163,.32,John Heenan,1,heenan4montana,3/12/2018,6/5/2018
Montana,House,Montana at-large congressional district,Democrat primary,6,37158,.34,Kathleen Williams,1,williamsformt,3/12/2018,6/5/2018
Montana,Senate,Governor/Senate Race,Republican primary,4,43225,.28,Russell Fagg,1,russforussenate,3/12/2018,6/5/2018
Montana,Senate,Governor/Senate Race,Republican primary,4,51549,.34,Matt Rosendale,1,mattformontana,3/12/2018,6/5/2018
New Jersey,House,New Jersey 10th congressional district,Democrat primary,2,3401,.08,Aaron Fraser,1,aaronwfraser,4/2/2018,6/5/2018
New Jersey,House,New Jersey 10th congressional district,Democrat primary,2,37811,.92,Donald Payne Jr.,1,repdonaldpayne,4/2/2018,6/5/2018
New Jersey,House,New Jersey 11th congressional district,Democrat primary,5,6584,.15,Tamara Harris,1,tamarafornj,4/2/2018,6/5/2018
New Jersey,House,New Jersey 11th congressional district,Democrat primary,5,35207,.77,Mikie Sherrill,1,mikiesherrill,4/2/2018,6/5/2018
New Jersey,House,New Jersey 11th congressional district,Republican primary,5,16377,.4,Jay Webber,1,jaywebbernj,4/2/2018,6/5/2018
New Jersey,House,New Jersey 1st congressional district,Democrat primary,3,4622,.1,Robert Carlson,1,rob4nj,4/2/2018,6/5/2018
New Jersey,House,New Jersey 1st congressional district,Democrat primary,3,39556,.84,Donald Norcross,1,donnorcross4nj,4/2/2018,6/5/2018
New Jersey,House,New Jersey 2nd congressional district,Democrat primary,4,5417,.19,Tanzie Youngblood,1,tanziefornj,4/2/2018,6/5/2018
New Jersey,House,New Jersey 2nd congressional district,Democrat primary,4,15654,.55,Jeff Van Drew,1,vandrewteam,4/2/2018,6/5/2018
New Jersey,House,New Jersey 2nd congressional district,Republican primary,4,7906,.31,Hirsh Singh,1,hirshsingh,4/2/2018,6/5/2018
New Jersey,House,New Jersey 2nd congressional district,Republican primary,4,10106,.39,Seth Grossman,1,grossman4nj,4/2/2018,6/5/2018
New Jersey,House,New Jersey 4th congressional district,Democrat primary,2,12648,.43,Jim Keady,1,jwkeady,4/2/2018,6/5/2018
New Jersey,House,New Jersey 4th congressional district,Democrat primary,2,16875,.57,Joshua Welle,1,joshuawelle,4/2/2018,6/5/2018
New Jersey,House,New Jersey 5th congressional district,Republican primary,2,14677,.47,Steve Lonegan,1,lonegan,4/2/2018,6/5/2018
New Jersey,House,New Jersey 5th congressional district,Republican primary,2,16588,.53,John McCann,1,realjohnmccann,4/2/2018,6/5/2018
New Jersey,House,New Jersey 6th congressional district,Democrat primary,2,3734,.14,Javahn Walker,1,jw4congress2018,4/2/2018,6/5/2018
New Jersey,House,New Jersey 6th congressional district,Democrat primary,2,23546,.86,Frank Pallone,1,pallonefornj,4/2/2018,6/5/2018
New Jersey,House,New Jersey 7th congressional district,Democrat primary,3,7474,.19,Peter Jacob,1,peterjacobnj,4/2/2018,6/5/2018
New Jersey,House,New Jersey 7th congressional district,Democrat primary,3,26079,.67,Tom Malinowski,1,malinowski,4/2/2018,6/5/2018
New Jersey,House,New Jersey 7th congressional district,Republican primary,3,4774,.14,Lindsay Brown,1,lindsaybrownnj7,4/2/2018,6/5/2018
New Jersey,House,New Jersey 7th congressional district,Republican primary,3,24856,.75,Leonard Lance,1,replancenj7,4/2/2018,6/5/2018
New Jersey,House,New Jersey 9th congressional district,Democrat primary,2,3896,.14,William Henry,1,ohenryforhouse,4/2/2018,6/5/2018
New Jersey,House,New Jersey 9th congressional district,Democrat primary,2,23261,.86,Bill Pascrell,1,pascrellfornj,4/2/2018,6/5/2018
New Jersey,Senate,Governor/Senate Race,Democrat primary,2,157983,.38,Lisa McCormick,1,lisamccormicknj,4/2/2018,6/5/2018
New Jersey,Senate,Governor/Senate Race,Democrat primary,2,259875,.62,Bob Menendez,1,senatormenendez,4/2/2018,6/5/2018
New Jersey,Senate,Governor/Senate Race,Republican primary,2,55274,.25,Brian Goldberg,1,brian4nj,4/2/2018,6/5/2018
New Jersey,Senate,Governor/Senate Race,Republican primary,2,167121,.75,Bob Hugin,1,bobhugin,4/2/2018,6/5/2018
New Mexico,Governor,Governor/Senate Race,Democrat primary,3,38764,.22,Jeff Apodaca,1,apo4nm,3/13/2018,6/5/2018
New Mexico,Governor,Governor/Senate Race,Democrat primary,3,116287,.66,Michelle Lujan Grisham,1,michelle4nm,3/13/2018,6/5/2018
New Mexico,House,New Mexico 1st congressional district,Democrat primary,6,16154,.26,Damon Martinez,1,damonfornm,3/13/2018,6/5/2018
New Mexico,House,New Mexico 1st congressional district,Democrat primary,6,25366,.41,Debra Haaland,1,deb4congressnm,3/13/2018,6/5/2018
New Mexico,House,New Mexico 2nd congressional district,Democrat primary,2,9500,.27,Madeline Hildebrandt,1,mad_hildebrandt,3/13/2018,6/5/2018
New Mexico,House,New Mexico 2nd congressional district,Democrat primary,2,25193,.73,Xochitl Torres Small,1,xochforcongress,3/13/2018,6/5/2018
New Mexico,House,New Mexico 2nd congressional district,Republican primary,4,10346,.32,Monty Newman,1,montynewmannm,3/13/2018,6/5/2018
New Mexico,House,New Mexico 2nd congressional district,Republican primary,4,15811,.49,Yvette Herrell,1,yvette4congress,3/13/2018,6/5/2018
South Dakota,Governor,Governor/Senate Race,Republican primary,2,45069,.44,Marty Jackley,1,martyjackley,3/27/2018,6/5/2018
South Dakota,Governor,Governor/Senate Race,Republican primary,2,57437,.5600000000000001,Kristi Noem,1,kristinoem,3/27/2018,6/5/2018
South Dakota,House,South Dakota at-large congressional district,Republican primary,3,29442,.29,Shantel Krebs,1,soskrebs,3/27/2018,6/5/2018
South Dakota,House,South Dakota at-large congressional district,Republican primary,3,47032,.47,Dusty Johnson,1,dustyjohnson,3/27/2018,6/5/2018
Maine,Governor,Governor/Senate Race,Democrat primary,7,34241,.28,Adam Cote,1,coteformaine,3/15/2018,6/12/2018
Maine,Governor,Governor/Senate Race,Democrat primary,7,39735,.33,Janet Mills,1,janetmillsforme,3/15/2018,6/12/2018
Maine,Governor,Governor/Senate Race,Republican primary,4,20159,.23,Garrett Mason,1,garrettmason,3/15/2018,6/12/2018
Maine,Governor,Governor/Senate Race,Republican primary,4,49723,.5600000000000001,Shawn Moody,1,moody4gov,3/15/2018,6/12/2018
Maine,House,Maine 2nd congressional district,Democrat primary,3,16494,.41,Lucas St. Clair,1,lucasstclair,3/15/2018,6/12/2018
Maine,House,Maine 2nd congressional district,Democrat primary,3,19387,.49,Jared Golden,1,golden4congress,3/15/2018,6/12/2018
Nevada,Governor,Governor/Senate Race,Democrat primary,7,56491,.39,Christina Giunchigliani,1,giunchigliani,3/16/2018,6/12/2018
Nevada,Governor,Governor/Senate Race,Democrat primary,7,72726,.5,Steve Sisolak,1,stevesisolak,3/16/2018,6/12/2018
Nevada,Governor,Governor/Senate Race,Republican primary,9,12916,.09,Dan Schwartz,1,dan4nevada,3/16/2018,6/12/2018
Nevada,Governor,Governor/Senate Race,Republican primary,9,101617,.71,Adam Laxalt,1,adamlaxalt,3/16/2018,6/12/2018
Nevada,House,Nevada 1st congressional district,Democrat primary,2,5659,.21,Reuben D'Silva,1,reubendsilvanv,3/16/2018,6/12/2018
Nevada,House,Nevada 1st congressional district,Democrat primary,2,20897,.79,Dina Titus,1,dinatitus,3/16/2018,6/12/2018
Nevada,House,Nevada 1st congressional district,Republican primary,2,5235,.45,Fred Horne,1,fredhorne4nv,3/16/2018,6/12/2018
Nevada,House,Nevada 1st congressional district,Republican primary,2,6444,.55,Joyce Bentley,1,joycebentleycd1,3/16/2018,6/12/2018
Nevada,House,Nevada 2nd congressional district,Democrat primary,6,8614,.24,Patrick Fogarty,1,patfogartynv,3/16/2018,6/12/2018
Nevada,House,Nevada 2nd congressional district,Democrat primary,6,9451,.26,Clint Koble,1,clint4congress,3/16/2018,6/12/2018
Nevada,House,Nevada 2nd congressional district,Republican primary,4,10829,.18,Sharron Angle,1,sharronangle,3/16/2018,6/12/2018
Nevada,House,Nevada 2nd congressional district,Republican primary,4,42335,.72,Mark Amodei,1,markamodeinv2,3/16/2018,6/12/2018
Nevada,House,Nevada 3rd congressional district,Democrat primary,7,3115,.08,Michael Weiss,1,weissfornevada,3/16/2018,6/12/2018
Nevada,House,Nevada 3rd congressional district,Democrat primary,7,25474,.67,Susie Lee,1,susieleenv,3/16/2018,6/12/2018
Nevada,House,Nevada 3rd congressional district,Republican primary,9,8491,.25,Michelle Mortensen,1,tell_michelle_,3/16/2018,6/12/2018
Nevada,House,Nevada 3rd congressional district,Republican primary,9,15257,.44,Danny Tarkanian,1,dannytarkanian,3/16/2018,6/12/2018
Nevada,House,Nevada 4th congressional district,Democrat primary,6,5607,.15,Pat Spearman,1,senatorspearman,3/16/2018,6/12/2018
Nevada,House,Nevada 4th congressional district,Democrat primary,6,22698,.62,Steven Horsford,1,stevenhorsford,3/16/2018,6/12/2018
Nevada,House,Nevada 4th congressional district,Republican primary,6,15252,.47,Cresent Hardy,1,cresenthardy,3/16/2018,6/12/2018
Nevada,Senate,Governor/Senate Race,Republican primary,6,26291,.19,Tom Heck,1,heckfornevada,3/16/2018,6/12/2018
Nevada,Senate,Governor/Senate Race,Republican primary,6,99472,.7,Dean Heller,1,deanheller,3/16/2018,6/12/2018
North Dakota,House,North Dakota at-large congressional district,Republican primary,4,17692,.27,Tom Campbell,1,tomfornd,4/9/2018,6/12/2018
North Dakota,House,North Dakota at-large congressional district,Republican primary,4,37054,.5600000000000001,Kelly Armstrong,1,kelleyarmstrong,4/9/2018,6/12/2018
North Dakota,Senate,Governor/Senate Race,Republican primary,2,60998,.88,Kevin Cramer,1,repkevincramer,4/9/2018,6/12/2018
South Carolina,Governor,Governor/Senate Race,Democrat primary,3,65946,.28,Marguerite Willis,1,willisgov,3/30/2018,6/12/2018
South Carolina,Governor,Governor/Senate Race,Democrat primary,3,147987,.62,James Smith,1,jamessmithforsc,3/30/2018,6/12/2018
South Carolina,Governor,Governor/Senate Race,Republican primary,5,102006,.28,John Warren,1,votejohnwarren,3/30/2018,6/12/2018
South Carolina,Governor,Governor/Senate Race,Republican primary,5,155072,.42,Henry McMaster,1,henrymcmaster,3/30/2018,6/12/2018
South Carolina,House,South Carolina 1st congressional district,Democrat primary,2,23443,.71,Joe Cunningham,1,joecunninghamsc,3/30/2018,6/12/2018
South Carolina,House,South Carolina 1st congressional district,Republican primary,3,30428,.47,Mark Sanford,1,repsanfordsc,3/30/2018,6/12/2018
South Carolina,House,South Carolina 1st congressional district,Republican primary,3,33089,.51,Katie Arrington,1,karringtonsc,3/30/2018,6/12/2018
South Carolina,House,South Carolina 2nd congressional district,Democrat primary,3,13469,.4,Sean Carrigan,1,votecarrigan,3/30/2018,6/12/2018
South Carolina,House,South Carolina 2nd congressional district,Democrat primary,3,14109,.42,Annabelle Robertson,1,annabelle4sc,3/30/2018,6/12/2018
South Carolina,House,South Carolina 3rd congressional district,Democrat primary,2,5615,.3,Hosea Cleveland,1,clevelandhosea,3/30/2018,6/12/2018
South Carolina,House,South Carolina 3rd congressional district,Democrat primary,2,12929,.7,Mary Geren,1,marygeren,3/30/2018,6/12/2018
South Carolina,House,South Carolina 4th congressional district,Democrat primary,5,6787,.29,Brandon Brown,1,brown_congress,3/30/2018,6/12/2018
South Carolina,House,South Carolina 4th congressional district,Democrat primary,5,7021,.29,Doris Turner,1,voteleeturner,3/30/2018,6/12/2018
South Carolina,House,South Carolina 4th congressional district,Republican primary,13,12818,.19,William Timmons,1,votetimmons,3/30/2018,6/12/2018
South Carolina,House,South Carolina 4th congressional district,Republican primary,13,16641,.25,Lee Bright,1,leebright,3/30/2018,6/12/2018
South Carolina,House,South Carolina 5th congressional district,Democrat primary,4,16610,.6,Archie Parnell,1,archie4congress,3/30/2018,6/12/2018
South Carolina,House,South Carolina 7th congressional district,Democrat primary,4,10122,.3,Mal Hyman,1,mal4congress,3/30/2018,6/12/2018
South Carolina,House,South Carolina 7th congressional district,Democrat primary,4,14087,.41,Robert Williams,1,reprqwilliams,3/30/2018,6/12/2018
South Carolina,House,South Carolina 7th congressional district,Republican primary,2,7438,.16,Larry Hammond,1,larryguyhammond,3/30/2018,6/12/2018
South Carolina,House,South Carolina 7th congressional district,Republican primary,2,37926,.84,Tom Rice,1,tomricesc7,3/30/2018,6/12/2018
Virginia,House,Virginia 10th congressional district,Democrat primary,6,12362,.23,Alison Friedman,1,alisonforva,3/29/2018,6/12/2018
Virginia,House,Virginia 10th congressional district,Democrat primary,6,22530,.42,Jennifer Wexton,1,jenniferwexton,3/29/2018,6/12/2018
Virginia,House,Virginia 10th congressional district,Republican primary,2,18301,.39,Shak Hill,1,shakhill,3/29/2018,6/12/2018
Virginia,House,Virginia 10th congressional district,Republican primary,2,28274,.61,Barbara Comstock,1,barbaracomstock,3/29/2018,6/12/2018
Virginia,House,Virginia 1st congressional district,Democrat primary,3,11099,.4,Vangie Williams,1,vangie4congress,3/29/2018,6/12/2018
Virginia,House,Virginia 2nd congressional district,Democrat primary,2,10604,.38,Karen Mallard,1,mallardforva,3/29/2018,6/12/2018
Virginia,House,Virginia 2nd congressional district,Democrat primary,2,17540,.62,Elaine Luria,1,elaineluriava,3/29/2018,6/12/2018
Virginia,House,Virginia 2nd congressional district,Republican primary,2,8978,.24,Mary Jones,1,maryjonesva,3/29/2018,6/12/2018
Virginia,House,Virginia 2nd congressional district,Republican primary,2,28308,.76,Scott Taylor,1,repscotttaylor,3/29/2018,6/12/2018
Virginia,House,Virginia 4th congressional district,Republican primary,2,17510,.73,Ryan McAdams,1,ryanmcadams4va,3/29/2018,6/12/2018
Virginia,House,Virginia 6th congressional district,Democrat primary,4,4691,.27,Peter Volosin,1,votevolosin,3/29/2018,6/12/2018
Virginia,House,Virginia 6th congressional district,Democrat primary,4,8205,.48,Jennifer Lewis,1,jenniferforva,3/29/2018,6/12/2018
Virginia,House,Virginia 7th congressional district,Democrat primary,2,33198,.73,Abigail Spanberger,1,spanbergerva07,3/29/2018,6/12/2018
Virginia,House,Virginia 9th congressional district,Democrat primary,2,10849,.79,Anthony Flaccavento,1,flacc4congress,3/29/2018,6/12/2018
Virginia,Senate,Governor/Senate Race,Republican primary,3,131267,.43,Nick Freitas,1,nickforva,3/29/2018,6/12/2018
