State,Seat,District,Party,NumCand,Votes,Percentage,Candidate,NumHandle,H,Filing,Election
Hawaii,Governor,Governor/Senate Race,Democrat primary,6,107583,.44,Colleen Hanabusa,2,colleenhanabusa,6/5/2018,8/11/2018
Hawaii,Governor,Governor/Senate Race,Democrat primary,6,107583,.44,Colleen Hanabusa,1,rephanabusa,6/5/2018,8/11/2018
Hawaii,Governor,Governor/Senate Race,Democrat primary,6,124528,.51,David Ige,1,govhawaii,6/5/2018,8/11/2018
Hawaii,Governor,Governor/Senate Race,Democrat primary,6,124528,.51,David Ige,2,teamdavidige,6/5/2018,8/11/2018
Hawaii,Governor,Governor/Senate Race,Republican primary,3,10969,.35,John Carroll,1,carroll4hawaii,6/5/2018,8/11/2018
Hawaii,Governor,Governor/Senate Race,Republican primary,3,17282,.5600000000000001,Andria Tupola,1,votetupola,6/5/2018,8/11/2018
Hawaii,House,Hawaii 1st congressional district,Democrat primary,7,30283,.26,Doug Chin,1,lt_doug,6/5/2018,8/11/2018
Hawaii,House,Hawaii 1st congressional district,Democrat primary,7,47482,.4,Ed Case,1,edcasehawaii,6/5/2018,8/11/2018
Hawaii,House,Hawaii 1st congressional district,Republican primary,2,10552,.82,Cam Cavasso,1,camcavasso,6/5/2018,8/11/2018
Hawaii,House,Hawaii 2nd congressional district,Democrat primary,3,13936,.12,Sherry Alu Campagna,1,sherryforhawaii,6/5/2018,8/11/2018
Hawaii,House,Hawaii 2nd congressional district,Democrat primary,3,94629,.84,Tulsi Gabbard,1,tulsigabbard,6/5/2018,8/11/2018
Hawaii,House,Hawaii 2nd congressional district,Democrat primary,3,94629,.84,Tulsi Gabbard,2,tulsipress,6/5/2018,8/11/2018
Hawaii,Senate,Governor/Senate Race,Republican primary,8,6365,.24,Ron Curtis,1,rcurtis808,6/5/2018,8/11/2018
Connecticut,Governor,Governor/Senate Race,Democrat primary,2,39917,.19,Joe Ganim,1,joeganim,6/12/2018,8/14/2018
Connecticut,Governor,Governor/Senate Race,Democrat primary,2,172088,.8100000000000001,Ned Lamont,1,nedlamont,6/12/2018,8/14/2018
Connecticut,Governor,Governor/Senate Race,Republican primary,5,30505,.21,Mark Boughton,1,mayormark,6/12/2018,8/14/2018
Connecticut,Governor,Governor/Senate Race,Republican primary,5,42119,.29,Bob Stefanowski,1,bobforgovernor,6/12/2018,8/14/2018
Connecticut,House,Connecticut 5th congressional district,Democrat primary,2,14786,.38,Mary Glassman,1,maryglassman,6/12/2018,8/14/2018
Connecticut,House,Connecticut 5th congressional district,Democrat primary,2,24356,.62,Jahana Hayes,1,jahanahayesct,6/12/2018,8/14/2018
Connecticut,House,Connecticut 5th congressional district,Republican primary,3,8337,.27,Ruby Corby-O'Neill,1,rubycorbyoneill,6/12/2018,8/14/2018
Connecticut,House,Connecticut 5th congressional district,Republican primary,3,16229,.52,Manny Santos,2,mannysantos123,6/12/2018,8/14/2018
Connecticut,House,Connecticut 5th congressional district,Republican primary,3,16229,.52,Manny Santos,1,santos4congress,6/12/2018,8/14/2018
Connecticut,Senate,Governor/Senate Race,Republican primary,2,30531,.24,Dominic Rapini,1,macdommer,6/12/2018,8/14/2018
Connecticut,Senate,Governor/Senate Race,Republican primary,2,99624,.76,Matthew Corey,1,mattcoreyct,6/12/2018,8/14/2018
Minnesota,Governor,Governor/Senate Race,Democrat primary,10,242549,.42,Tim Walz,1,tim_walz,6/5/2018,8/14/2018
Minnesota,Governor,Governor/Senate Race,Democrat primary,10,556430,.96,Amy Klobuchar,1,amyklobuchar,6/5/2018,8/14/2018
Minnesota,Governor,Governor/Senate Race,Republican primary,3,140464,.44,Tim Pawlenty,1,timpawlenty,6/5/2018,8/14/2018
Minnesota,Governor,Governor/Senate Race,Republican primary,3,168495,.53,Jeff Johnson,1,mnjeffjohnson,6/5/2018,8/14/2018
Minnesota,House,Minnesota 1st congressional district,Democrat primary,2,7971,.17,Colin Minehart,1,colinminehart,6/5/2018,8/14/2018
Minnesota,House,Minnesota 1st congressional district,Democrat primary,2,39167,.83,Dan Feehan,1,danielfeehan,6/5/2018,8/14/2018
Minnesota,House,Minnesota 1st congressional district,Republican primary,4,13589,.32,Carla Nelson,1,carlanelsonmn,6/5/2018,8/14/2018
Minnesota,House,Minnesota 1st congressional district,Republican primary,4,25418,.6,Jim Hagedorn,1,jimhagedornmn,6/5/2018,8/14/2018
Minnesota,House,Minnesota 3rd congressional district,Democrat primary,2,12784,.18,Cole Young,1,youngcongress18,6/5/2018,8/14/2018
Minnesota,House,Minnesota 3rd congressional district,Democrat primary,2,56697,.82,Dean Phillips,1,deanbphillips,6/5/2018,8/14/2018
Minnesota,House,Minnesota 4th congressional district,Democrat primary,3,5398,.06,Muad Hassan,1,muadhassan7,6/5/2018,8/14/2018
Minnesota,House,Minnesota 4th congressional district,Democrat primary,3,86842,.91,Betty McCollum,1,votebetty,6/5/2018,8/14/2018
Minnesota,House,Minnesota 5th congressional district,Democrat primary,6,41156,.3,Margaret Anderson Kelliher,1,makforcongress,6/5/2018,8/14/2018
Minnesota,House,Minnesota 5th congressional district,Democrat primary,6,65238,.48,Ilhan Omar,1,ilhanmn,6/5/2018,8/14/2018
Minnesota,House,Minnesota 5th congressional district,Republican primary,3,4999,.32,Christopher Chamberlin,1,realchamberlin,6/5/2018,8/14/2018
Minnesota,House,Minnesota 5th congressional district,Republican primary,3,4999,.32,Christopher Chamberlin,2,chamberlin4mn,6/5/2018,8/14/2018
Minnesota,House,Minnesota 5th congressional district,Republican primary,3,8680,.57,Jennifer Zielinski,1,jen4congress,6/5/2018,8/14/2018
Minnesota,House,Minnesota 6th congressional district,Republican primary,3,7897,.18,A.J. Kern,1,ajkern50,6/5/2018,8/14/2018
Minnesota,House,Minnesota 6th congressional district,Republican primary,3,34251,.77,Tom Emmer,1,tomemmer,6/5/2018,8/14/2018
Minnesota,House,Minnesota 6th congressional district,Republican primary,3,34251,.77,Tom Emmer,2,reptomemmer,6/5/2018,8/14/2018
Minnesota,House,Minnesota 7th congressional district,Republican primary,2,11618,.27,Matt Prosch,1,mattprosch4mn,6/5/2018,8/14/2018
Minnesota,House,Minnesota 7th congressional district,Republican primary,2,30783,.73,Dave Hughes,1,dhughescongress,6/5/2018,8/14/2018
Minnesota,House,Minnesota 8th congressional district,Democrat primary,5,18951,.28,Michelle Lee,1,noozelady,6/5/2018,8/14/2018
Minnesota,House,Minnesota 8th congressional district,Democrat primary,5,30440,.44,Joe Radinovich,1,joeradinovich,6/5/2018,8/14/2018
Minnesota,House,Minnesota 8th congressional district,Republican primary,2,44865,.9,Pete Stauber,1,petestauber,6/5/2018,8/14/2018
Minnesota,Senate,Governor/Senate Race,Democrat primary,6,78066,.14,Richard Painter,1,rwpusa,6/5/2018,8/14/2018
Minnesota,Senate,Governor/Senate Race,Democrat primary,6,432933,.76,Tina Smith,1,tinaflintsmith,6/5/2018,8/14/2018
Minnesota,Senate,Governor/Senate Race,Republican primary,7,186008,.62,Karin Housley,1,karinhousley,6/5/2018,8/14/2018
Minnesota,Senate,Governor/Senate Race,Republican primary,7,201089,.69,Jim Newberger,1,newbergerjim,6/5/2018,8/14/2018
Vermont,Governor,Governor/Senate Race,Democrat primary,4,12668,.22,James Ehlers,1,james_ehlers,5/31/2018,8/14/2018
Vermont,Governor,Governor/Senate Race,Democrat primary,4,27619,.48,Christine Hallquist,1,christineforvt,5/31/2018,8/14/2018
Vermont,Governor,Governor/Senate Race,Republican primary,2,11649,.32,Keith Stern,1,sternforvermont,5/31/2018,8/14/2018
Vermont,Governor,Governor/Senate Race,Republican primary,2,24220,.6800000000000001,Phil Scott,1,philscott4vt,5/31/2018,8/14/2018
Vermont,House,Vermont at-large congressional district,Democrat primary,3,7888,.12,Dan Freilich,1,danfreilich,5/31/2018,8/14/2018
Vermont,House,Vermont at-large congressional district,Democrat primary,3,56051,.84,Peter Welch,1,peterwelch,5/31/2018,8/14/2018
Vermont,Senate,Governor/Senate Race,Democrat primary,2,3764,.06,Folasade Adeluola,1,adeluolasade,5/31/2018,8/14/2018
Vermont,Senate,Governor/Senate Race,Democrat primary,2,63678,.94,Bernie Sanders,1,sensanders,5/31/2018,8/14/2018
Wisconsin,Governor,Governor/Senate Race,Democrat primary,10,88077,.16,Mahlon Mitchell,1,mahlonmitchell,6/1/2018,8/14/2018
Wisconsin,Governor,Governor/Senate Race,Democrat primary,10,224502,.42,Tony Evers,1,tony4wi,6/1/2018,8/14/2018
Wisconsin,Governor,Governor/Senate Race,Republican primary,2,38347,.08,Robert Meyer,1,governormeyer,6/1/2018,8/14/2018
Wisconsin,Governor,Governor/Senate Race,Republican primary,2,417619,.92,Scott Walker,1,govwalker,6/1/2018,8/14/2018
Wisconsin,House,Wisconsin 1st congressional district,Democrat primary,2,24690,.4,Cathy Myers,1,cathymyerswi,6/1/2018,8/14/2018
Wisconsin,House,Wisconsin 1st congressional district,Democrat primary,2,36397,.6,Randy Bryce,1,ironstache,6/1/2018,8/14/2018
Wisconsin,House,Wisconsin 1st congressional district,Republican primary,6,30883,.52,Bryan Steil,1,bryansteilforwi,6/1/2018,8/14/2018
Wisconsin,House,Wisconsin 4th congressional district,Democrat primary,2,76971,.89,Gwen Moore,1,gwen4congress,6/1/2018,8/14/2018
Wisconsin,House,Wisconsin 5th congressional district,Republican primary,2,17010,.19,Jennifer Vipond,1,vipond4congress,6/1/2018,8/14/2018
Wisconsin,House,Wisconsin 5th congressional district,Republican primary,2,73397,.8100000000000001,Jim Sensenbrenner,1,jimpressoffice,6/1/2018,8/14/2018
Wisconsin,House,Wisconsin 7th congressional district,Democrat primary,2,27179,.57,Margaret Engebretson,1,vetfordemocracy,6/1/2018,8/14/2018
Wisconsin,Senate,Governor/Senate Race,Republican primary,5,190840,.43,Kevin Nicholson,1,kevinmnicholson,6/1/2018,8/14/2018
Wisconsin,Senate,Governor/Senate Race,Republican primary,5,217023,.49,Leah Vukmir,1,leahvukmir,6/1/2018,8/14/2018
Alaska,Governor,Governor/Senate Race,Republican primary,7,20280,.3199999928474426,Mead Treadwell,1,meadtreadwell,6/1/2018,8/21/2018
Alaska,Governor,Governor/Senate Race,Republican primary,7,39257,.6200000047683716,Mike Dunleavy,1,mikedunleavygov,6/1/2018,8/21/2018
Alaska,House,Alaska at-large congressional district,Democrat primary,4,8432,.2300000041723251,Dimitri Shein,1,sheindimitri,6/1/2018,8/21/2018
Alaska,House,Alaska at-large congressional district,Democrat primary,4,19735,.5400000214576721,Alyse Galvin,1,alysegalvin,6/1/2018,8/21/2018
Alaska,House,Alaska at-large congressional district,Republican primary,3,44350,.7099999785423279,Don Young,1,repdonyoung,6/1/2018,8/21/2018
Alaska,House,Alaska at-large congressional district,Republican primary,3,44350,.7099999785423279,Don Young,2,donyoungak,6/1/2018,8/21/2018
Wyoming,Governor,Governor/Senate Race,Democrat primary,4,12944,.7300000190734863,Mary Throne,1,maryforwyoming,6/1/2018,8/21/2018
Wyoming,Governor,Governor/Senate Race,Republican primary,6,29817,.2599999904632568,Foster Friess,1,fosterfriess,6/1/2018,8/21/2018
Wyoming,Governor,Governor/Senate Race,Republican primary,6,38915,.3300000131130219,Mark Gordon,1,mark_gordon_wy,6/1/2018,8/21/2018
Wyoming,House,Wyoming at-large congressional district,Democrat primary,2,6528,.3899999856948853,Travis Helm,1,helm_travis,6/1/2018,8/21/2018
Wyoming,House,Wyoming at-large congressional district,Republican primary,3,22024,.2000000029802322,Rod Miller,1,millerforwy,6/1/2018,8/21/2018
Wyoming,House,Wyoming at-large congressional district,Republican primary,3,75110,.6800000071525574,Liz Cheney,1,liz_cheney,6/1/2018,8/21/2018
Wyoming,Senate,Governor/Senate Race,Republican primary,6,32523,.2899999916553497,Dave Dodson,1,dodsonforsenate,6/1/2018,8/21/2018
Wyoming,Senate,Governor/Senate Race,Republican primary,6,74018,.6499999761581421,John Barrasso,1,barrassoforwyo,6/1/2018,8/21/2018
Arizona,Governor,Governor/Senate Race,Democrat primary,3,131013,.3400000035762787,Steve Farley,1,stevefarleyaz,5/30/2018,8/28/2018
Arizona,Governor,Governor/Senate Race,Democrat primary,3,192083,.4900000095367432,David Garcia,1,dg4az,5/30/2018,8/28/2018
Arizona,Governor,Governor/Senate Race,Republican primary,2,148384,.300000011920929,Ken Bennett,1,bennettarizona,5/30/2018,8/28/2018
Arizona,Governor,Governor/Senate Race,Republican primary,2,355455,.7099999785423279,Doug Ducey,1,dougducey,5/30/2018,8/28/2018
Arizona,House,Arizona 1st congressional district,Republican primary,3,20495,.3799999952316284,Steve Smith,1,senstevesmith,5/30/2018,8/28/2018
Arizona,House,Arizona 1st congressional district,Republican primary,3,23693,.4399999976158142,Wendy Rogers,1,wendyrogersaz,5/30/2018,8/28/2018
Arizona,House,Arizona 2nd congressional district,Democrat primary,7,20704,.3100000023841858,Matt Heinz,1,mattheinzmd,5/30/2018,8/28/2018
Arizona,House,Arizona 2nd congressional district,Democrat primary,7,28046,.4099999964237213,Ann Kirkpatrick,1,ann_kirkpatrick,5/30/2018,8/28/2018
Arizona,House,Arizona 2nd congressional district,Republican primary,4,17471,.2899999916553497,Brandon Martin,1,pathforfreedom,5/30/2018,8/28/2018
Arizona,House,Arizona 2nd congressional district,Republican primary,4,20153,.3400000035762787,Lea Marquez Peterson,1,leapeterson,5/30/2018,8/28/2018
Arizona,House,Arizona 3rd congressional district,Republican primary,3,5745,.2700000107288361,Sergio Arellano,1,sergio5941,5/30/2018,8/28/2018
Arizona,House,Arizona 3rd congressional district,Republican primary,3,10827,.5199999809265137,Nick Pierson,1,piersoncongress,5/30/2018,8/28/2018
Arizona,House,Arizona 4th congressional district,Democrat primary,2,14406,.4699999988079071,Delina DiSanto,1,delina4az,5/30/2018,8/28/2018
Arizona,House,Arizona 4th congressional district,Democrat primary,2,16277,.5299999713897705,David Brill,1,brill4congress,5/30/2018,8/28/2018
Arizona,House,Arizona 5th congressional district,Democrat primary,2,13707,.4000000059604645,Jose Torres,1,josetorresaz5,5/30/2018,8/28/2018
Arizona,House,Arizona 5th congressional district,Democrat primary,2,20561,.6000000238418579,Joan Greene,1,joangreeneaz,5/30/2018,8/28/2018
Arizona,House,Arizona 6th congressional district,Democrat primary,3,15290,.4000000059604645,Heather Ross,1,heatherforaz,5/30/2018,8/28/2018
Arizona,House,Arizona 6th congressional district,Democrat primary,3,15721,.4099999964237213,Anita Malik,1,anitamalik,5/30/2018,8/28/2018
Arizona,House,Arizona 7th congressional district,Democrat primary,2,7285,.2599999904632568,Catherine Miranda,1,miranda4arizona,5/30/2018,8/28/2018
Arizona,House,Arizona 7th congressional district,Democrat primary,2,21227,.7400000095367432,Ruben Gallego,1,rubengallego,5/30/2018,8/28/2018
Arizona,House,Arizona 8th congressional district,Republican primary,2,56505,.7699999809265137,Debbie Lesko,1,repdlesko,5/30/2018,8/28/2018
Arizona,House,Arizona 9th congressional district,Republican primary,3,12300,.3300000131130219,Dave Giles,1,votegiles,5/30/2018,8/28/2018
Arizona,House,Arizona 9th congressional district,Republican primary,3,21783,.5899999737739563,Steve Ferrara,1,steveferraramd,5/30/2018,8/28/2018
Arizona,Senate,Governor/Senate Race,Democrat primary,2,76804,.2000000029802322,Deedra Abboud,1,deedra2018,5/30/2018,8/28/2018
Arizona,Senate,Governor/Senate Race,Democrat primary,2,316404,.8100000023841858,Kyrsten Sinema,1,kyrstensinema,5/30/2018,8/28/2018
Arizona,Senate,Governor/Senate Race,Republican primary,3,141721,.2800000011920929,Kelli Ward,1,kelliwardaz,5/30/2018,8/28/2018
Arizona,Senate,Governor/Senate Race,Republican primary,3,266520,.5299999713897705,Martha McSally,1,marthamcsally,5/30/2018,8/28/2018
Florida,Governor,Governor/Senate Race,Democrat primary,7,472995,.3100000023841858,Gwen Graham,1,gwengraham,5/4/2018,8/28/2018
Florida,Governor,Governor/Senate Race,Democrat primary,7,517863,.3400000035762787,Andrew Gillum,1,andrewgillum,5/4/2018,8/28/2018
Florida,Governor,Governor/Senate Race,Republican primary,8,591550,.3700000047683716,Adam Putnam,1,adamputnam,5/4/2018,8/28/2018
Florida,Governor,Governor/Senate Race,Republican primary,8,913997,.5699999928474426,Ron DeSantis,1,rondesantisfl,5/4/2018,8/28/2018
Florida,House,Florida 10th congressional district,Democrat primary,2,24519,.25,Wade Darius,1,realwadedarius,5/4/2018,8/28/2018
Florida,House,Florida 10th congressional district,Democrat primary,2,73583,.75,Val Demings,1,val_demings,5/4/2018,8/28/2018
Florida,House,Florida 12th congressional district,Democrat primary,3,9303,.1899999976158142,Stephen Perenich,1,perenichfl12,5/4/2018,8/28/2018
Florida,House,Florida 12th congressional district,Democrat primary,3,31761,.6499999761581421,Chris Hunter,1,chrishunterfl,5/4/2018,8/28/2018
Florida,House,Florida 13th congressional district,Republican primary,2,24013,.4399999976158142,Brad Sostack,1,bradsostack,5/4/2018,8/28/2018
Florida,House,Florida 13th congressional district,Republican primary,2,30560,.5600000023841858,George Buck,1,gbuck_jr,5/4/2018,8/28/2018
Florida,House,Florida 15th congressional district,Democrat primary,3,14488,.3199999928474426,Andrew Learned,1,andrewlearned,5/4/2018,8/28/2018
Florida,House,Florida 15th congressional district,Democrat primary,3,24470,.5299999713897705,Kristen Carlson,1,kristenforfl,5/4/2018,8/28/2018
Florida,House,Florida 15th congressional district,Republican primary,5,20577,.3400000035762787,Neil Combee,1,neilcombee,5/4/2018,8/28/2018
Florida,House,Florida 15th congressional district,Republican primary,5,26868,.4399999976158142,Ross Spano,1,rossspano,5/4/2018,8/28/2018
Florida,House,Florida 16th congressional district,Democrat primary,2,28811,.449999988079071,Jan Schneider,1,votejan2018,5/4/2018,8/28/2018
Florida,House,Florida 16th congressional district,Democrat primary,2,34787,.550000011920929,David Shapiro,1,shapiro4fl16,5/4/2018,8/28/2018
Florida,House,Florida 17th congressional district,Democrat primary,2,9976,.2300000041723251,Bill Pollard,1,billpollard17,5/4/2018,8/28/2018
Florida,House,Florida 17th congressional district,Democrat primary,2,33376,.7699999809265137,April Freeman,1,april4congress,5/4/2018,8/28/2018
Florida,House,Florida 17th congressional district,Republican primary,3,15133,.1899999976158142,Bill Akins,1,billakins10,5/4/2018,8/28/2018
Florida,House,Florida 17th congressional district,Republican primary,3,48963,.6200000047683716,Greg Steube,1,gregsteube,5/4/2018,8/28/2018
Florida,House,Florida 18th congressional district,Democrat primary,2,23007,.4000000059604645,Pam Keith,1,pamkeithfl,5/4/2018,8/28/2018
Florida,House,Florida 18th congressional district,Democrat primary,2,34922,.6000000238418579,Lauren Baer,1,laurenbaer,5/4/2018,8/28/2018
Florida,House,Florida 18th congressional district,Republican primary,3,8081,.1099999994039536,Mark Freeman,1,congress_mark,5/4/2018,8/28/2018
Florida,House,Florida 18th congressional district,Republican primary,3,55427,.7799999713897705,Brian Mast,1,repbrianmast,5/4/2018,8/28/2018
Florida,House,Florida 19th congressional district,Democrat primary,2,11513,.3199999928474426,Todd Truax,1,toddjtruax,5/4/2018,8/28/2018
Florida,House,Florida 19th congressional district,Democrat primary,2,24390,.6800000071525574,David Holden,1,holden2018,5/4/2018,8/28/2018
Florida,House,Florida 1st congressional district,Democrat primary,2,14642,.4000000059604645,Phil Ehr,1,philehr,5/4/2018,8/28/2018
Florida,House,Florida 1st congressional district,Democrat primary,2,22410,.6100000143051148,Jennifer Zimmerman,1,drz4congress,5/4/2018,8/28/2018
Florida,House,Florida 1st congressional district,Republican primary,3,30421,.300000011920929,Cris Dosev,1,crisdosev,5/4/2018,8/28/2018
Florida,House,Florida 1st congressional district,Republican primary,3,65169,.6499999761581421,Matt Gaetz,1,mattgaetz,5/4/2018,8/28/2018
Florida,House,Florida 20th congressional district,Democrat primary,2,18031,.2599999904632568,Sheila Cherfilus-McCormick,1,sheila4congress,5/4/2018,8/28/2018
Florida,House,Florida 20th congressional district,Democrat primary,2,50315,.7400000095367432,Alcee Hastings,1,rephastingsfl,5/4/2018,8/28/2018
Florida,House,Florida 22nd congressional district,Democrat primary,2,8207,.1400000005960465,Jeff Fandl,1,jfandl325,5/4/2018,8/28/2018
Florida,House,Florida 22nd congressional district,Democrat primary,2,52628,.8700000047683716,Ted Deutch,1,repteddeutch,5/4/2018,8/28/2018
Florida,House,Florida 22nd congressional district,Republican primary,3,11552,.3400000035762787,Javi Manjarres,1,votejavi,5/4/2018,8/28/2018
Florida,House,Florida 22nd congressional district,Republican primary,3,13939,.4099999964237213,Nicolas Kimaz,1,nicolaskimazfl,5/4/2018,8/28/2018
Florida,House,Florida 23rd congressional district,Republican primary,3,8508,.3400000035762787,Carlos Reyes,1,carlosjreyesfl,5/4/2018,8/28/2018
Florida,House,Florida 23rd congressional district,Republican primary,3,11304,.449999988079071,Joe Kaufman,1,joekaufmanusa,5/4/2018,8/28/2018
Florida,House,Florida 24th congressional district,Democrat primary,2,12833,.1599999964237213,Ricardo De La Fuente,1,ricky4congress,5/4/2018,8/28/2018
Florida,House,Florida 24th congressional district,Democrat primary,2,65894,.8399999737739563,Frederica Wilson,1,repwilson,5/4/2018,8/28/2018
Florida,House,Florida 26th congressional district,Democrat primary,2,12095,.3700000047683716,Demetries Grimes,1,grimescongress,5/4/2018,8/28/2018
Florida,House,Florida 26th congressional district,Democrat primary,2,20997,.6299999952316284,Debbie Mucarsel-Powell,1,debbieforfl,5/4/2018,8/28/2018
Florida,House,Florida 26th congressional district,Republican primary,2,5629,.1599999964237213,Souraya Faas,1,sourayafaas,5/4/2018,8/28/2018
Florida,House,Florida 26th congressional district,Republican primary,2,29506,.8399999737739563,Carlos Curbelo,1,repcurbelo,5/4/2018,8/28/2018
Florida,House,Florida 27th congressional district,Democrat primary,5,12191,.2800000011920929,David Richardson,1,david4florida,5/4/2018,8/28/2018
Florida,House,Florida 27th congressional district,Democrat primary,5,14153,.3199999928474426,Donna Shalala,1,donnashalala,5/4/2018,8/28/2018
Florida,House,Florida 27th congressional district,Republican primary,9,10026,.2599999904632568,Bruno Barreiro,1,barreirofl,5/4/2018,8/28/2018
Florida,House,Florida 2nd congressional district,Democrat primary,2,28451,.4900000095367432,Brandon Peters,1,peters4congress,5/4/2018,8/28/2018
Florida,House,Florida 2nd congressional district,Democrat primary,2,29383,.5099999904632568,Bob Rackleff,1,bobrackleff,5/4/2018,8/28/2018
Florida,House,Florida 3rd congressional district,Democrat primary,3,17647,.3300000131130219,Tom Wells,1,tomwells2018,5/4/2018,8/28/2018
Florida,House,Florida 3rd congressional district,Democrat primary,3,31625,.6000000238418579,Yvonne Hayes Hinson,1,yvonnehinsonfl,5/4/2018,8/28/2018
Florida,House,Florida 3rd congressional district,Republican primary,2,17059,.239999994635582,Judson Sapp,1,judsonsapp,5/4/2018,8/28/2018
Florida,House,Florida 3rd congressional district,Republican primary,2,54828,.7599999904632568,Ted Yoho,1,reptedyoho,5/4/2018,8/28/2018
Florida,House,Florida 5th congressional district,Democrat primary,2,35389,.4000000059604645,Alvin Brown,1,alvin4congress,5/4/2018,8/28/2018
Florida,House,Florida 5th congressional district,Democrat primary,2,53833,.6000000238418579,Al Lawson,1,repallawsonjr,5/4/2018,8/28/2018
Florida,House,Florida 6th congressional district,Democrat primary,3,13062,.2300000041723251,John Upchurch,1,voteupchurch,5/4/2018,8/28/2018
Florida,House,Florida 6th congressional district,Democrat primary,3,32075,.5600000023841858,Nancy Soderberg,1,nancysoderberg,5/4/2018,8/28/2018
Florida,House,Florida 6th congressional district,Republican primary,3,23543,.300000011920929,John Ward,1,wardforflorida,5/4/2018,8/28/2018
Florida,House,Florida 6th congressional district,Republican primary,3,32833,.4199999868869782,Michael Waltz,1,michaelgwaltz,5/4/2018,8/28/2018
Florida,House,Florida 7th congressional district,Democrat primary,2,7843,.1400000005960465,Chardo Richardson,1,chardo2018,5/4/2018,8/28/2018
Florida,House,Florida 7th congressional district,Democrat primary,2,49043,.8600000143051148,Stephanie Murphy,2,smurphycongress,5/4/2018,8/28/2018
Florida,House,Florida 7th congressional district,Democrat primary,2,49043,.8600000143051148,Stephanie Murphy,1,repstephmurphy,5/4/2018,8/28/2018
Florida,House,Florida 7th congressional district,Republican primary,3,17246,.300000011920929,Scott Sturgill,1,scott_sturgill,5/4/2018,8/28/2018
Florida,House,Florida 7th congressional district,Republican primary,3,30620,.5400000214576721,Mike Miller,1,mike_miller_fl,5/4/2018,8/28/2018
Florida,House,Florida 9th congressional district,Democrat primary,2,18521,.3400000035762787,Alan Grayson,1,alangrayson,5/4/2018,8/28/2018
Florida,House,Florida 9th congressional district,Democrat primary,2,36574,.6600000262260437,Darren Soto,1,repdarrensoto,5/4/2018,8/28/2018
Florida,Senate,Governor/Senate Race,Republican primary,2,1452952,.8899999856948853,Rick Scott,1,scottforflorida,5/4/2018,8/28/2018
Massachusetts,Governor,Governor/Senate Race,Democrat primary,2,191622,.3600000143051148,Bob Massie,1,bobmass,6/5/2018,9/4/2018
Massachusetts,Governor,Governor/Senate Race,Democrat primary,2,346873,.6399999856948853,Jay Gonzalez,1,jay4ma,6/5/2018,9/4/2018
Massachusetts,Governor,Governor/Senate Race,Republican primary,2,98214,.3600000143051148,Scott Lively,1,livelycampaign,6/5/2018,9/4/2018
Massachusetts,Governor,Governor/Senate Race,Republican primary,2,173776,.6399999856948853,Charlie Baker,1,bakerpolito,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 1st congressional district,Democrat primary,2,20508,.2899999916553497,Tahirah Amatul-Wadud,1,tahirahcongress,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 1st congressional district,Democrat primary,2,49654,.7099999785423279,Richard Neal,1,reprichardneal,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 2nd congressional district,Republican primary,2,10177,.3899999856948853,Kevin Powers,1,powers4congress,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 2nd congressional district,Republican primary,2,15807,.6100000143051148,Tracy Lovvorn,1,tracy4congress,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 3rd congressional district,Democrat primary,10,18316,.2199999988079071,Daniel Koh,1,dank,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 3rd congressional district,Democrat primary,10,18316,.2199999988079071,Daniel Koh,2,kohforcongress,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 3rd congressional district,Democrat primary,10,18368,.2199999988079071,Lori Trahan,1,loriuscongress,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 4th congressional district,Democrat primary,2,4156,.0700000002980232,Gary Rucinski,1,garyrucinski,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 4th congressional district,Democrat primary,2,59163,.9300000071525574,Joe Kennedy,1,joekennedy,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 5th congressional district,Republican primary,2,11845,.6399999856948853,John Hugo,1,hugocongress,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 7th congressional district,Democrat primary,2,42252,.4099999964237213,Mike Capuano,1,mikecapuano,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 7th congressional district,Democrat primary,2,59815,.5899999737739563,Ayanna Pressley,1,ayannapressley,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 8th congressional district,Democrat primary,3,16766,.2300000041723251,Brianna Wu,1,spacekatgal,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 8th congressional district,Democrat primary,3,51882,.7099999785423279,Stephen Lynch,1,repstephenlynch,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 9th congressional district,Democrat primary,2,8523,.1500000059604645,Bill Cimbrelo,1,bill_cimbrelo,6/5/2018,9/4/2018
Massachusetts,House,Massachusetts 9th congressional district,Democrat primary,2,50084,.8600000143051148,Bill Keating,1,williamkeating,6/5/2018,9/4/2018
Massachusetts,Senate,Governor/Senate Race,Republican primary,3,69429,.2700000107288361,John Kingston,1,johnkingstonma,6/5/2018,9/4/2018
